Zonas de movilidad;Periodo;Total
Coruña, A;10/6/2020;21,28
Coruña, A;9/6/2020;19,30
Coruña, A;8/6/2020;19,84
Coruña, A;7/6/2020;13,55
Coruña, A;6/6/2020;16,00
Coruña, A;5/6/2020;20,38
Coruña, A;4/6/2020;20,22
Coruña, A;3/6/2020;19,82
Coruña, A;2/6/2020;19,73
Coruña, A;1/6/2020;19,57
Coruña, A;31/5/2020;12,90
Coruña, A;30/5/2020;16,75
Coruña, A;29/5/2020;19,92
Coruña, A;28/5/2020;20,13
Coruña, A;27/5/2020;19,87
Coruña, A;26/5/2020;19,18
Coruña, A;25/5/2020;18,81
Coruña, A;24/5/2020;12,19
Coruña, A;23/5/2020;14,18
Coruña, A;22/5/2020;17,61
Coruña, A;21/5/2020;17,07
Coruña, A;20/5/2020;17,84
Coruña, A;19/5/2020;17,79
Coruña, A;18/5/2020;17,38
Coruña, A;17/5/2020;11,47
Coruña, A;16/5/2020;13,47
Coruña, A;15/5/2020;16,62
Coruña, A;14/5/2020;16,74
Coruña, A;13/5/2020;16,97
Coruña, A;12/5/2020;17,03
Coruña, A;11/5/2020;16,53
Coruña, A;10/5/2020;7,46
Coruña, A;9/5/2020;8,27
Coruña, A;8/5/2020;14,79
Coruña, A;7/5/2020;14,68
Coruña, A;6/5/2020;14,45
Coruña, A;5/5/2020;14,41
Coruña, A;4/5/2020;14,34
Coruña, A;3/5/2020;7,74
Coruña, A;2/5/2020;8,41
Coruña, A;1/5/2020;7,41
Coruña, A;30/4/2020;13,12
Coruña, A;29/4/2020;13,04
Coruña, A;28/4/2020;13,04
Coruña, A;27/4/2020;12,53
Coruña, A;26/4/2020;6,39
Coruña, A;25/4/2020;8,54
Coruña, A;24/4/2020;12,90
Coruña, A;23/4/2020;12,41
Coruña, A;22/4/2020;12,56
Coruña, A;21/4/2020;12,66
Coruña, A;20/4/2020;12,29
Coruña, A;19/4/2020;6,36
Coruña, A;18/4/2020;8,38
Coruña, A;17/4/2020;12,48
Coruña, A;16/4/2020;12,81
Coruña, A;15/4/2020;12,41
Coruña, A;14/4/2020;12,60
Coruña, A;13/4/2020;11,12
Coruña, A;12/4/2020;6,14
Coruña, A;11/4/2020;7,53
Coruña, A;10/4/2020;6,21
Coruña, A;9/4/2020;7,15
Coruña, A;8/4/2020;10,64
Coruña, A;7/4/2020;10,57
Coruña, A;6/4/2020;9,89
Coruña, A;5/4/2020;6,02
Coruña, A;4/4/2020;7,84
Coruña, A;3/4/2020;10,69
Coruña, A;2/4/2020;10,17
Coruña, A;1/4/2020;10,01
Coruña, A;31/3/2020;10,09
Coruña, A;30/3/2020;10,35
Coruña, A;28/3/2020;8,25
Coruña, A;26/3/2020;12,55
Coruña, A;24/3/2020;12,65
Coruña, A;22/3/2020;6,41
Coruña, A;20/3/2020;13,12
Coruña, A;18/3/2020;14,98
Coruña, A;16/3/2020;15,76
Coruña, A;18/11/2019;26,84
Lugo;30/12/2020;13,42
Lugo;27/12/2020;8,31
Lugo;23/12/2020;14,19
Lugo;20/12/2020;8,23
Lugo;16/12/2020;13,64
Lugo;13/12/2020;8,17
Lugo;9/12/2020;13,65
Lugo;6/12/2020;8,57
Lugo;2/12/2020;14,22
Lugo;29/11/2020;7,73
Lugo;25/11/2020;13,74
Lugo;22/11/2020;7,75
Lugo;18/11/2020;13,74
Lugo;15/11/2020;6,84
Lugo;11/11/2020;13,05
Lugo;8/11/2020;6,75
Lugo;4/11/2020;15,67
Lugo;1/11/2020;8,94
Lugo;28/10/2020;17,21
Lugo;25/10/2020;11,18
Lugo;21/10/2020;17,02
Lugo;18/10/2020;12,06
Lugo;14/10/2020;17,56
Lugo;11/10/2020;13,59
Lugo;7/10/2020;17,80
Lugo;4/10/2020;11,08
Lugo;30/9/2020;17,55
Lugo;27/9/2020;10,46
Lugo;23/9/2020;17,86
Lugo;20/9/2020;12,06
Lugo;16/9/2020;18,02
Lugo;13/9/2020;13,71
Lugo;9/9/2020;18,26
Lugo;6/9/2020;12,77
Lugo;2/9/2020;16,84
Lugo;30/8/2020;12,92
Lugo;26/8/2020;18,05
Lugo;23/8/2020;12,24
Lugo;19/8/2020;18,29
Lugo;16/8/2020;13,13
Lugo;12/8/2020;16,86
Lugo;9/8/2020;14,53
Lugo;5/8/2020;18,31
Lugo;2/8/2020;13,92
Lugo;29/7/2020;18,12
Lugo;26/7/2020;13,40
Lugo;22/7/2020;17,99
Lugo;19/7/2020;13,01
Lugo;15/7/2020;17,80
Lugo;12/7/2020;13,34
Lugo;8/7/2020;17,33
Lugo;5/7/2020;13,51
Lugo;1/7/2020;18,32
Lugo;28/6/2020;12,83
Lugo;24/6/2020;14,44
Lugo;20/6/2020;15,36
Lugo;19/6/2020;17,59
Lugo;18/6/2020;17,31
Lugo;17/6/2020;17,01
Lugo;16/6/2020;16,96
Lugo;15/6/2020;16,87
Lugo;14/6/2020;12,01
Lugo;13/6/2020;13,59
Lugo;12/6/2020;15,66
Lugo;11/6/2020;16,95
Lugo;10/6/2020;17,21
Lugo;9/6/2020;15,87
Lugo;8/6/2020;16,25
Lugo;7/6/2020;11,21
Lugo;6/6/2020;13,37
Lugo;5/6/2020;16,45
Lugo;4/6/2020;16,31
Lugo;3/6/2020;16,28
Lugo;2/6/2020;16,11
Lugo;1/6/2020;16,27
Lugo;31/5/2020;10,87
Lugo;30/5/2020;13,85
Lugo;29/5/2020;16,22
Lugo;28/5/2020;16,42
Lugo;27/5/2020;16,01
Lugo;26/5/2020;15,65
Lugo;25/5/2020;15,57
Lugo;24/5/2020;10,61
Lugo;23/5/2020;12,18
Lugo;22/5/2020;15,11
Lugo;21/5/2020;14,95
Lugo;20/5/2020;15,11
Lugo;19/5/2020;14,90
Lugo;18/5/2020;14,79
Lugo;17/5/2020;10,00
Lugo;16/5/2020;11,53
Lugo;15/5/2020;13,87
Lugo;14/5/2020;13,95
Lugo;13/5/2020;14,13
Lugo;12/5/2020;14,30
Lugo;11/5/2020;14,15
Lugo;10/5/2020;6,47
Lugo;9/5/2020;7,20
Lugo;8/5/2020;12,50
Lugo;7/5/2020;12,55
Lugo;6/5/2020;12,29
Lugo;5/5/2020;12,74
Lugo;4/5/2020;12,13
Lugo;3/5/2020;6,57
Lugo;2/5/2020;7,22
Lugo;1/5/2020;6,56
Lugo;30/4/2020;11,19
Lugo;29/4/2020;11,07
Lugo;28/4/2020;11,13
Lugo;27/4/2020;10,99
Lugo;26/4/2020;5,49
Lugo;25/4/2020;7,31
Lugo;24/4/2020;11,05
Lugo;23/4/2020;10,68
Lugo;22/4/2020;10,99
Lugo;21/4/2020;11,01
Lugo;20/4/2020;10,75
Lugo;19/4/2020;5,61
Lugo;18/4/2020;7,15
Lugo;17/4/2020;10,60
Lugo;16/4/2020;10,99
Lugo;15/4/2020;10,76
Lugo;14/4/2020;10,62
Lugo;13/4/2020;9,89
Lugo;12/4/2020;5,22
Lugo;11/4/2020;6,24
Lugo;10/4/2020;5,17
Lugo;9/4/2020;6,06
Lugo;8/4/2020;9,18
Lugo;7/4/2020;9,01
Lugo;6/4/2020;8,65
Lugo;5/4/2020;4,88
Lugo;4/4/2020;6,58
Lugo;3/4/2020;9,36
Lugo;2/4/2020;8,74
Lugo;1/4/2020;8,64
Lugo;31/3/2020;8,68
Lugo;30/3/2020;9,09
Lugo;28/3/2020;6,82
Lugo;26/3/2020;10,39
Lugo;24/3/2020;10,44
Lugo;22/3/2020;5,20
Lugo;20/3/2020;10,53
Lugo;18/3/2020;11,94
Lugo;16/3/2020;12,37
Lugo;18/11/2019;23,60
Ourense;30/12/2020;16,30
Ourense;27/12/2020;10,71
Ourense;23/12/2020;17,25
Ourense;20/12/2020;10,39
Ourense;16/12/2020;17,00
Ourense;13/12/2020;10,24
Ourense;9/12/2020;16,82
Ourense;6/12/2020;11,11
Ourense;2/12/2020;16,76
Ourense;29/11/2020;9,07
Ourense;25/11/2020;16,47
Ourense;22/11/2020;9,19
Ourense;18/11/2020;16,32
Ourense;15/11/2020;7,74
Ourense;11/11/2020;13,16
Ourense;8/11/2020;7,60
Ourense;4/11/2020;19,04
Ourense;1/11/2020;10,69
Ourense;28/10/2020;20,39
Ourense;25/10/2020;10,79
Ourense;21/10/2020;20,02
Ourense;18/10/2020;11,13
Ourense;14/10/2020;20,31
Ourense;11/10/2020;11,35
Ourense;7/10/2020;21,07
Ourense;4/10/2020;11,97
Ourense;30/9/2020;20,50
Ourense;27/9/2020;11,69
Ourense;23/9/2020;21,06
Ourense;20/9/2020;13,42
Ourense;16/9/2020;21,27
Ourense;13/9/2020;14,70
Ourense;9/9/2020;21,38
Ourense;6/9/2020;14,92
Ourense;2/9/2020;20,60
Ourense;30/8/2020;14,68
Ourense;26/8/2020;20,46
Ourense;23/8/2020;12,90
Ourense;19/8/2020;20,19
Ourense;16/8/2020;14,34
Ourense;12/8/2020;19,37
Ourense;9/8/2020;15,00
Ourense;5/8/2020;20,48
Ourense;2/8/2020;14,89
Ourense;29/7/2020;21,36
Ourense;26/7/2020;14,87
Ourense;22/7/2020;21,29
Ourense;19/7/2020;14,99
Ourense;15/7/2020;22,01
Ourense;12/7/2020;16,32
Ourense;8/7/2020;21,72
Ourense;5/7/2020;15,65
Ourense;1/7/2020;21,55
Ourense;28/6/2020;14,97
Ourense;24/6/2020;16,77
Ourense;20/6/2020;18,08
Ourense;19/6/2020;21,17
Ourense;18/6/2020;20,93
Ourense;17/6/2020;20,70
Ourense;16/6/2020;20,30
Ourense;15/6/2020;20,38
Ourense;14/6/2020;14,28
Ourense;13/6/2020;16,59
Ourense;12/6/2020;19,09
Ourense;11/6/2020;20,43
Ourense;10/6/2020;20,19
Ourense;9/6/2020;19,14
Ourense;8/6/2020;19,73
Ourense;7/6/2020;13,30
Ourense;6/6/2020;16,52
Ourense;5/6/2020;19,79
Ourense;4/6/2020;19,62
Ourense;3/6/2020;19,51
Ourense;2/6/2020;19,51
Ourense;1/6/2020;19,06
Ourense;31/5/2020;13,23
Ourense;30/5/2020;16,07
Ourense;29/5/2020;18,97
Ourense;28/5/2020;19,10
Ourense;27/5/2020;19,19
Ourense;26/5/2020;18,80
Ourense;25/5/2020;18,63
Ourense;24/5/2020;12,45
Ourense;23/5/2020;15,14
Ourense;22/5/2020;17,89
Ourense;21/5/2020;17,95
Ourense;20/5/2020;17,94
Ourense;19/5/2020;17,80
Ourense;18/5/2020;17,57
Ourense;17/5/2020;11,86
Ourense;16/5/2020;14,37
Ourense;15/5/2020;16,89
Ourense;14/5/2020;17,07
Ourense;13/5/2020;17,03
Ourense;12/5/2020;17,01
Ourense;11/5/2020;17,18
Ourense;10/5/2020;8,07
Ourense;9/5/2020;9,45
Ourense;8/5/2020;15,13
Ourense;7/5/2020;15,21
Ourense;6/5/2020;15,02
Ourense;5/5/2020;15,22
Ourense;4/5/2020;14,87
Ourense;3/5/2020;8,58
Ourense;2/5/2020;9,54
Ourense;1/5/2020;8,44
Ourense;30/4/2020;13,47
Ourense;29/4/2020;13,28
Ourense;28/4/2020;13,27
Ourense;27/4/2020;12,88
Ourense;26/4/2020;7,01
Ourense;25/4/2020;9,18
Ourense;24/4/2020;13,16
Ourense;23/4/2020;12,75
Ourense;22/4/2020;13,20
Ourense;21/4/2020;13,29
Ourense;20/4/2020;12,98
Ourense;19/4/2020;7,18
Ourense;18/4/2020;9,33
Ourense;17/4/2020;12,73
Ourense;16/4/2020;13,48
Ourense;15/4/2020;12,69
Ourense;14/4/2020;12,75
Ourense;13/4/2020;11,82
Ourense;12/4/2020;6,74
Ourense;11/4/2020;8,45
Ourense;10/4/2020;6,73
Ourense;9/4/2020;7,73
Ourense;8/4/2020;11,25
Ourense;7/4/2020;11,09
Ourense;6/4/2020;10,46
Ourense;5/4/2020;6,43
Ourense;4/4/2020;8,29
Ourense;3/4/2020;11,25
Ourense;2/4/2020;10,61
Ourense;1/4/2020;10,34
Ourense;31/3/2020;10,43
Ourense;30/3/2020;10,86
Ourense;28/3/2020;8,65
Ourense;26/3/2020;12,68
Ourense;24/3/2020;12,85
Ourense;22/3/2020;6,87
Ourense;20/3/2020;13,42
Ourense;18/3/2020;15,00
Ourense;16/3/2020;15,62
Ourense;18/11/2019;27,48
Pontevedra;30/12/2020;17,16
Pontevedra;27/12/2020;9,57
Pontevedra;23/12/2020;18,51
Pontevedra;20/12/2020;9,87
Pontevedra;16/12/2020;18,93
Pontevedra;13/12/2020;9,48
Pontevedra;9/12/2020;17,98
Pontevedra;6/12/2020;9,32
Pontevedra;2/12/2020;18,30
Pontevedra;29/11/2020;9,11
Pontevedra;25/11/2020;18,10
Pontevedra;22/11/2020;9,23
Pontevedra;18/11/2020;17,95
Pontevedra;15/11/2020;7,48
Pontevedra;11/11/2020;17,24
Pontevedra;8/11/2020;7,48
Pontevedra;4/11/2020;21,23
Pontevedra;1/11/2020;10,06
Pontevedra;28/10/2020;22,87
Pontevedra;25/10/2020;12,93
Pontevedra;21/10/2020;23,19
Pontevedra;18/10/2020;13,83
Pontevedra;14/10/2020;23,46
Pontevedra;11/10/2020;15,81
Pontevedra;7/10/2020;23,74
Pontevedra;4/10/2020;13,29
Pontevedra;30/9/2020;22,60
Pontevedra;27/9/2020;11,63
Pontevedra;23/9/2020;23,55
Pontevedra;20/9/2020;14,07
Pontevedra;16/9/2020;23,31
Pontevedra;13/9/2020;16,95
Pontevedra;9/9/2020;24,31
Pontevedra;6/9/2020;17,52
Pontevedra;2/9/2020;22,81
Pontevedra;30/8/2020;17,07
Pontevedra;26/8/2020;23,34
Pontevedra;23/8/2020;14,59
Pontevedra;19/8/2020;22,62
Pontevedra;16/8/2020;15,81
Pontevedra;12/8/2020;22,30
Pontevedra;9/8/2020;17,31
Pontevedra;5/8/2020;23,45
Pontevedra;2/8/2020;17,54
Pontevedra;29/7/2020;24,14
Pontevedra;26/7/2020;17,47
Pontevedra;22/7/2020;24,52
Pontevedra;19/7/2020;17,71
Pontevedra;15/7/2020;24,80
Pontevedra;12/7/2020;18,94
Pontevedra;8/7/2020;24,37
Pontevedra;5/7/2020;18,40
Pontevedra;1/7/2020;23,85
Pontevedra;28/6/2020;14,52
Pontevedra;24/6/2020;16,02
Pontevedra;20/6/2020;18,82
Pontevedra;19/6/2020;23,24
Pontevedra;18/6/2020;22,83
Pontevedra;17/6/2020;22,47
Pontevedra;16/6/2020;22,06
Pontevedra;15/6/2020;21,27
Pontevedra;14/6/2020;13,94
Pontevedra;13/6/2020;16,69
Pontevedra;12/6/2020;20,67
Pontevedra;11/6/2020;21,76
Pontevedra;10/6/2020;22,33
Pontevedra;9/6/2020;20,30
Pontevedra;8/6/2020;20,57
Pontevedra;7/6/2020;14,20
Pontevedra;6/6/2020;16,88
Pontevedra;5/6/2020;21,49
Pontevedra;4/6/2020;20,92
Pontevedra;3/6/2020;20,89
Pontevedra;2/6/2020;20,82
Pontevedra;1/6/2020;20,51
Pontevedra;31/5/2020;13,34
Pontevedra;30/5/2020;16,98
Pontevedra;29/5/2020;20,95
Pontevedra;28/5/2020;21,01
Pontevedra;27/5/2020;20,85
Pontevedra;26/5/2020;20,36
Pontevedra;25/5/2020;19,65
Pontevedra;24/5/2020;12,73
Pontevedra;23/5/2020;14,74
Pontevedra;22/5/2020;18,75
Pontevedra;21/5/2020;18,70
Pontevedra;20/5/2020;18,91
Pontevedra;19/5/2020;18,66
Pontevedra;18/5/2020;18,29
Pontevedra;17/5/2020;11,97
Pontevedra;16/5/2020;14,16
Pontevedra;15/5/2020;17,61
Pontevedra;14/5/2020;17,39
Pontevedra;13/5/2020;17,89
Pontevedra;12/5/2020;17,79
Pontevedra;11/5/2020;16,83
Pontevedra;10/5/2020;7,61
Pontevedra;9/5/2020;8,32
Pontevedra;8/5/2020;15,54
Pontevedra;7/5/2020;15,16
Pontevedra;6/5/2020;15,14
Pontevedra;5/5/2020;15,23
Pontevedra;4/5/2020;14,85
Pontevedra;3/5/2020;8,15
Pontevedra;2/5/2020;8,61
Pontevedra;1/5/2020;7,63
Pontevedra;30/4/2020;13,89
Pontevedra;29/4/2020;13,81
Pontevedra;28/4/2020;13,73
Pontevedra;27/4/2020;12,99
Pontevedra;26/4/2020;6,58
Pontevedra;25/4/2020;8,85
Pontevedra;24/4/2020;13,58
Pontevedra;23/4/2020;13,04
Pontevedra;22/4/2020;13,34
Pontevedra;21/4/2020;13,46
Pontevedra;20/4/2020;12,88
Pontevedra;19/4/2020;6,76
Pontevedra;18/4/2020;8,71
Pontevedra;17/4/2020;13,16
Pontevedra;16/4/2020;13,42
Pontevedra;15/4/2020;13,16
Pontevedra;14/4/2020;13,18
Pontevedra;13/4/2020;11,85
Pontevedra;12/4/2020;6,45
Pontevedra;11/4/2020;7,81
Pontevedra;10/4/2020;6,47
Pontevedra;9/4/2020;7,35
Pontevedra;8/4/2020;11,17
Pontevedra;7/4/2020;10,95
Pontevedra;6/4/2020;10,24
Pontevedra;5/4/2020;6,15
Pontevedra;4/4/2020;8,05
Pontevedra;3/4/2020;11,34
Pontevedra;2/4/2020;10,64
Pontevedra;1/4/2020;10,47
Pontevedra;31/3/2020;10,64
Pontevedra;30/3/2020;10,80
Pontevedra;28/3/2020;7,82
Pontevedra;26/3/2020;13,03
Pontevedra;24/3/2020;13,40
Pontevedra;22/3/2020;6,64
Pontevedra;20/3/2020;13,65
Pontevedra;18/3/2020;15,83
Pontevedra;16/3/2020;17,06
Pontevedra;18/11/2019;26,22
Madrid;30/12/2020;19,92
Madrid;27/12/2020;12,87
Madrid;23/12/2020;21,91
Madrid;20/12/2020;14,78
Madrid;16/12/2020;23,61
Madrid;13/12/2020;14,84
Madrid;9/12/2020;22,79
Madrid;6/12/2020;14,89
Madrid;2/12/2020;23,96
Madrid;29/11/2020;14,52
Madrid;25/11/2020;23,85
Madrid;22/11/2020;14,74
Madrid;18/11/2020;23,93
Madrid;15/11/2020;13,41
Madrid;11/11/2020;23,42
Madrid;8/11/2020;14,00
Madrid;4/11/2020;23,03
Madrid;1/11/2020;15,05
Madrid;28/10/2020;23,40
Madrid;25/10/2020;13,88
Madrid;21/10/2020;22,73
Madrid;18/10/2020;12,53
Madrid;14/10/2020;23,20
Madrid;11/10/2020;12,65
Madrid;7/10/2020;23,21
Madrid;4/10/2020;11,20
Madrid;30/9/2020;20,79
Madrid;27/9/2020;10,99
Madrid;23/9/2020;23,17
Madrid;20/9/2020;13,31
Madrid;16/9/2020;23,65
Madrid;13/9/2020;14,04
Madrid;9/9/2020;23,30
Madrid;6/9/2020;13,71
Madrid;2/9/2020;21,25
Madrid;30/8/2020;11,71
Madrid;26/8/2020;17,94
Madrid;23/8/2020;9,19
Madrid;19/8/2020;17,13
Madrid;16/8/2020;10,81
Madrid;12/8/2020;16,79
Madrid;9/8/2020;11,07
Madrid;5/8/2020;18,38
Madrid;2/8/2020;12,13
Madrid;29/7/2020;21,94
Madrid;26/7/2020;13,16
Madrid;22/7/2020;22,31
Madrid;19/7/2020;13,51
Madrid;15/7/2020;23,94
Madrid;12/7/2020;13,88
Madrid;8/7/2020;22,86
Madrid;5/7/2020;14,50
Madrid;1/7/2020;24,11
Madrid;28/6/2020;14,75
Madrid;24/6/2020;23,14
Madrid;20/6/2020;18,80
Madrid;19/6/2020;22,03
Madrid;18/6/2020;22,14
Madrid;17/6/2020;21,83
Madrid;16/6/2020;21,59
Madrid;15/6/2020;20,56
Madrid;14/6/2020;15,53
Madrid;13/6/2020;17,96
Madrid;12/6/2020;19,46
Madrid;11/6/2020;21,26
Madrid;10/6/2020;21,31
Madrid;9/6/2020;18,23
Madrid;8/6/2020;18,59
Madrid;7/6/2020;13,37
Madrid;6/6/2020;16,58
Madrid;5/6/2020;19,75
Madrid;4/6/2020;19,44
Madrid;3/6/2020;19,58
Madrid;2/6/2020;19,20
Madrid;1/6/2020;17,82
Madrid;31/5/2020;12,76
Madrid;30/5/2020;15,68
Madrid;29/5/2020;18,52
Madrid;28/5/2020;18,89
Madrid;27/5/2020;18,63
Madrid;26/5/2020;18,57
Madrid;25/5/2020;17,14
Madrid;24/5/2020;8,43
Madrid;23/5/2020;10,86
Madrid;22/5/2020;15,85
Madrid;21/5/2020;15,92
Madrid;20/5/2020;15,95
Madrid;19/5/2020;15,85
Madrid;18/5/2020;14,78
Madrid;17/5/2020;7,62
Madrid;16/5/2020;9,15
Madrid;15/5/2020;10,64
Madrid;14/5/2020;14,69
Madrid;13/5/2020;14,41
Madrid;12/5/2020;14,73
Madrid;11/5/2020;13,88
Madrid;10/5/2020;7,42
Madrid;9/5/2020;7,90
Madrid;8/5/2020;13,99
Madrid;7/5/2020;13,80
Madrid;6/5/2020;13,74
Madrid;5/5/2020;14,04
Madrid;4/5/2020;13,25
Madrid;3/5/2020;7,84
Madrid;2/5/2020;7,64
Madrid;1/5/2020;7,60
Madrid;30/4/2020;12,24
Madrid;29/4/2020;12,16
Madrid;28/4/2020;11,97
Madrid;27/4/2020;11,18
Madrid;26/4/2020;6,26
Madrid;25/4/2020;7,87
Madrid;24/4/2020;11,43
Madrid;23/4/2020;11,11
Madrid;22/4/2020;11,57
Madrid;21/4/2020;11,16
Madrid;20/4/2020;11,07
Madrid;19/4/2020;6,39
Madrid;18/4/2020;7,91
Madrid;17/4/2020;11,45
Madrid;16/4/2020;12,10
Madrid;15/4/2020;11,14
Madrid;14/4/2020;11,31
Madrid;13/4/2020;10,08
Madrid;12/4/2020;6,05
Madrid;11/4/2020;6,99
Madrid;10/4/2020;6,35
Madrid;9/4/2020;7,19
Madrid;8/4/2020;9,78
Madrid;7/4/2020;9,75
Madrid;6/4/2020;9,03
Madrid;5/4/2020;6,03
Madrid;4/4/2020;7,38
Madrid;3/4/2020;9,87
Madrid;2/4/2020;9,43
Madrid;1/4/2020;9,14
Madrid;31/3/2020;9,45
Madrid;30/3/2020;9,57
Madrid;28/3/2020;8,04
Madrid;26/3/2020;11,41
Madrid;24/3/2020;11,51
Madrid;22/3/2020;6,50
Madrid;20/3/2020;12,29
Madrid;18/3/2020;12,88
Madrid;16/3/2020;13,87
Madrid;18/11/2019;36,70
Murcia;30/12/2020;15,80
Murcia;27/12/2020;10,97
Murcia;23/12/2020;17,33
Murcia;20/12/2020;11,68
Murcia;16/12/2020;18,38
Murcia;13/12/2020;12,06
Murcia;9/12/2020;16,64
Murcia;6/12/2020;9,68
Murcia;2/12/2020;17,18
Murcia;29/11/2020;9,61
Murcia;25/11/2020;17,23
Murcia;22/11/2020;9,01
Murcia;18/11/2020;16,96
Murcia;15/11/2020;8,70
Murcia;11/11/2020;16,77
Murcia;8/11/2020;8,44
Murcia;4/11/2020;17,44
Murcia;1/11/2020;8,95
Murcia;28/10/2020;18,16
Murcia;25/10/2020;12,02
Murcia;21/10/2020;18,38
Murcia;18/10/2020;12,02
Murcia;14/10/2020;18,77
Murcia;11/10/2020;11,95
Murcia;7/10/2020;18,60
Murcia;4/10/2020;12,09
Murcia;30/9/2020;16,73
Murcia;27/9/2020;10,03
Murcia;23/9/2020;18,75
Murcia;20/9/2020;11,72
Murcia;16/9/2020;18,56
Murcia;13/9/2020;12,05
Murcia;9/9/2020;18,75
Murcia;6/9/2020;11,64
Murcia;2/9/2020;17,72
Murcia;30/8/2020;10,70
Murcia;26/8/2020;16,11
Murcia;23/8/2020;9,37
Murcia;19/8/2020;15,84
Murcia;16/8/2020;11,08
Murcia;12/8/2020;15,94
Murcia;9/8/2020;11,33
Murcia;5/8/2020;16,63
Murcia;2/8/2020;11,41
Murcia;29/7/2020;18,17
Murcia;26/7/2020;12,12
Murcia;22/7/2020;18,36
Murcia;19/7/2020;12,74
Murcia;15/7/2020;19,31
Murcia;12/7/2020;12,91
Murcia;8/7/2020;19,65
Murcia;5/7/2020;13,68
Murcia;1/7/2020;20,19
Murcia;28/6/2020;14,55
Murcia;24/6/2020;20,18
Murcia;20/6/2020;17,08
Murcia;19/6/2020;19,64
Murcia;18/6/2020;19,73
Murcia;17/6/2020;19,53
Murcia;16/6/2020;19,37
Murcia;15/6/2020;18,74
Murcia;14/6/2020;14,31
Murcia;13/6/2020;16,96
Murcia;12/6/2020;18,79
Murcia;11/6/2020;19,16
Murcia;10/6/2020;18,64
Murcia;9/6/2020;12,66
Murcia;8/6/2020;15,86
Murcia;7/6/2020;13,71
Murcia;6/6/2020;16,69
Murcia;5/6/2020;18,51
Murcia;4/6/2020;18,33
Murcia;3/6/2020;18,39
Murcia;2/6/2020;18,40
Murcia;1/6/2020;17,45
Murcia;31/5/2020;12,95
Murcia;30/5/2020;15,69
Murcia;29/5/2020;17,89
Murcia;28/5/2020;17,83
Murcia;27/5/2020;17,86
Murcia;26/5/2020;17,44
Murcia;25/5/2020;16,88
Murcia;24/5/2020;11,65
Murcia;23/5/2020;13,99
Murcia;22/5/2020;16,65
Murcia;21/5/2020;16,69
Murcia;20/5/2020;16,52
Murcia;19/5/2020;16,35
Murcia;18/5/2020;15,35
Murcia;17/5/2020;10,09
Murcia;16/5/2020;12,48
Murcia;15/5/2020;15,69
Murcia;14/5/2020;15,11
Murcia;13/5/2020;16,29
Murcia;12/5/2020;16,48
Murcia;11/5/2020;14,77
Murcia;10/5/2020;6,79
Murcia;9/5/2020;8,11
Murcia;8/5/2020;13,86
Murcia;7/5/2020;13,73
Murcia;6/5/2020;13,72
Murcia;5/5/2020;13,99
Murcia;4/5/2020;13,03
Murcia;3/5/2020;6,87
Murcia;2/5/2020;8,03
Murcia;1/5/2020;7,49
Murcia;30/4/2020;12,29
Murcia;29/4/2020;12,10
Murcia;28/4/2020;12,04
Murcia;27/4/2020;11,11
Murcia;26/4/2020;5,42
Murcia;25/4/2020;7,50
Murcia;24/4/2020;11,49
Murcia;23/4/2020;11,45
Murcia;22/4/2020;11,85
Murcia;21/4/2020;11,59
Murcia;20/4/2020;11,07
Murcia;19/4/2020;5,27
Murcia;18/4/2020;8,00
Murcia;17/4/2020;11,42
Murcia;16/4/2020;11,97
Murcia;15/4/2020;10,45
Murcia;14/4/2020;10,65
Murcia;13/4/2020;10,91
Murcia;12/4/2020;5,56
Murcia;11/4/2020;7,44
Murcia;10/4/2020;5,93
Murcia;9/4/2020;7,97
Murcia;8/4/2020;10,41
Murcia;7/4/2020;10,26
Murcia;6/4/2020;10,10
Murcia;5/4/2020;5,47
Murcia;4/4/2020;7,40
Murcia;3/4/2020;9,80
Murcia;2/4/2020;9,72
Murcia;1/4/2020;9,58
Murcia;31/3/2020;9,25
Murcia;30/3/2020;9,96
Murcia;28/3/2020;7,46
Murcia;26/3/2020;11,47
Murcia;24/3/2020;10,56
Murcia;22/3/2020;5,13
Murcia;20/3/2020;10,62
Murcia;18/3/2020;12,01
Murcia;16/3/2020;12,36
Murcia;18/11/2019;24,65
Navarra;30/12/2020;17,33
Navarra;27/12/2020;11,28
Navarra;23/12/2020;20,79
Navarra;20/12/2020;12,38
Navarra;16/12/2020;22,25
Navarra;13/12/2020;12,03
Navarra;9/12/2020;20,72
Navarra;6/12/2020;10,28
Navarra;2/12/2020;21,48
Navarra;29/11/2020;13,05
Navarra;25/11/2020;20,70
Navarra;22/11/2020;12,90
Navarra;18/11/2020;21,90
Navarra;15/11/2020;9,62
Navarra;11/11/2020;17,52
Navarra;8/11/2020;10,89
Navarra;4/11/2020;21,35
Navarra;1/11/2020;12,51
Navarra;28/10/2020;21,16
Navarra;25/10/2020;11,36
Navarra;21/10/2020;22,60
Navarra;18/10/2020;13,58
Navarra;14/10/2020;21,46
Navarra;11/10/2020;13,39
Navarra;7/10/2020;22,54
Navarra;4/10/2020;11,75
Navarra;30/9/2020;21,03
Navarra;27/9/2020;10,94
Navarra;23/9/2020;23,16
Navarra;20/9/2020;13,50
Navarra;16/9/2020;23,01
Navarra;13/9/2020;15,36
Navarra;9/9/2020;23,29
Navarra;6/9/2020;14,10
